target_id,model,email_variant,threat_level,should_block,reasoning
per-043,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate professional networking or research inquiry. It references a specific technical topic (distributed ML for edge computing) and makes a reasonable request for discussion. There are no malicious links, no urgency tactics, no requests for credentials or personal information, and no suspicious attachments implied. The slight personalization (referencing a paper) is consistent with normal academic/professional outreach. Minor risk factors include the possibility of a social engineering pretext to establish rapport before a follow-up attack, but on its own this email poses minimal threat. Typical consumers are unlikely to receive this type of email, suggesting it may be targeted at a researcher or engineer, but the content itself is benign."
per-044,claude-sonnet-4-6,S+C-,3,false,"This email exhibits characteristics of a predatory/fake academic journal solicitation rather than a traditional phishing attack. Red flags include: vague, grandiose-sounding but unverifiable organizations (GARC, CSE, UAD, EIAL), generic salutation ('Esteemed Colleague'), no personalization, fabricated prestige markers (Geneva symposium, European institute), and a soft deadline to prompt response. However, it does not request credentials, financial information, or contain malicious links/attachments. The immediate threat to a typical consumer is low — it's more likely spam or a predatory publishing scam targeting academics, which would only become harmful if the recipient engages and is later asked for money (article processing fees, conference registration, etc.). Not a credential-harvesting or malware phishing attempt in the traditional sense. Recommend spam/junk classification rather than outright blocking."
per-044,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate professional outreach from someone in the ML/research community. It references specific technical work (distributed ML systems, edge computing, resource allocation) in a credible and contextually appropriate way. There is no urgency, no suspicious links, no requests for credentials or personal information, and no calls to action beyond a simple reply. The tone is professional and measured. While it could theoretically be a spear-phishing opener designed to build rapport before a follow-up attack, the email itself contains no malicious elements. Low threat; typical academic or professional networking communication."
per-045,claude-sonnet-4-6,S+C-,3,false,"This email exhibits characteristics of a predatory academic conference/journal spam rather than a classic phishing attack. Red flags include: vague, unverifiable organizations (GAAF, ICSE, 'Journal of Universal Studies'), generic flattery ('distinguished academics'), no specific personalization, and fabricated-sounding institutional names. However, it contains no malicious links, no urgent calls to action, no requests for credentials or financial information, and no attachments. The threat to a typical consumer is low — it's more likely a scam targeting academics for conference fees or publication fees (pay-to-publish schemes) than a credential-harvesting phishing attempt. It should be soft-filtered or marked as promotional/spam rather than blocked outright, as it poses minimal immediate security risk."
per-045,claude-sonnet-4-6,S-C+,2,false,"This email reads as a legitimate professional outreach from a researcher or practitioner seeking academic/technical collaboration. It contains no suspicious links, no urgency, no requests for credentials or personal information, and no impersonation of authority figures. The content is specific and domain-relevant (adaptive learning rates, distributed systems), suggesting genuine interest rather than a generic phishing template. Minor risk exists as it could be a spear-phishing precursor to build rapport before a malicious follow-up, but on its own it poses minimal threat. No blocking warranted."
per-036,gemini-2.5-flash,S+C-,8,true,"The email uses a generic greeting ('Dear Esteemed Colleague') for what claims to be a specific 'award nomination,' which is a significant red flag for targeted communication. It employs perceived authority (GISA, named nominators, Dr. Martin E. Rowe) and flattery to manipulate the recipient into providing personal and professional information (contact details, professional summary). This is a common pattern in academic conference/award scams, where the initial goal is information harvesting, often followed by requests for 'nomination fees,' 'publication fees,' or conference registration for non-existent or predatory events. While not asking for financial details or login credentials directly, it's a sophisticated social engineering attempt to gather data under false pretenses, making it a high threat."
per-046,claude-sonnet-4-6,S+C-,6,true,"This email exhibits multiple hallmarks of an 'advance fee' or credential-harvesting academic scam. Red flags include: (1) vague, unverifiable organizations ('Global Institute for Scholarly Advancement,' 'World Congress on Interdisciplinary Research') with no established web presence or reputation; (2) fabricated-sounding endorsers from non-existent institutions ('University of New Europa,' 'Pacific Research Consortium'); (3) unsolicited nomination with flattery designed to appeal to professional vanity; (4) request for personal contact details and professional summary — classic data harvesting; (5) no specific reason given for why this particular recipient was nominated. The next step in this scam typically involves requesting registration fees, travel deposits, or publication charges. While no malicious link or attachment is present (lowering immediate technical threat), the social engineering is sophisticated enough to fool academics. Should be flagged and blocked."
per-036,gemini-2.5-flash,S-C+,1,false,"The email appears to be a legitimate professional outreach. It specifically references the recipient's work, which indicates targeted communication, but lacks any common phishing indicators such as suspicious links, attachments, urgent requests, or demands for sensitive information. It's a standard inquiry for collaboration or feedback."
per-046,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate professional outreach or academic collaboration request. It references a specific technical domain (federated learning, embedded systems, energy-efficient neural networks) in a coherent and plausible way. There are no urgent calls to action, no suspicious links, no requests for credentials or personal information, and no financial angle. The tone is professional and measured. While it could theoretically be a spear-phishing opener designed to build rapport before a follow-up attack, on its own it contains no malicious indicators. The low specificity (no actual paper title, journal, or author name referenced) is slightly suspicious but not alarming — it may simply be a generic cold outreach. Not recommended for blocking."
per-047,claude-sonnet-4-6,S+C-,3,false,"This email resembles a common 'predatory conference' or academic spam invitation rather than a classic phishing attack. It uses vague, generic language with no personalization, no urgency tactics, no requests for credentials or financial information upfront, and no suspicious links visible in the body. The organizations named ('International Research Forum', 'Center for Advanced Academic Studies') are generic and unverifiable, and the contact domain 'irforum-acad.org' is not a well-known institution — which is a mild red flag. The named speakers may be fabricated to add legitimacy. The primary risk is that clicking the registration link could lead to a site harvesting personal/payment info for a fake conference, or the recipient could be solicited for registration fees later. However, this poses a low immediate phishing threat to a typical consumer (it targets academics). It should be flagged as potential spam/scam but not outright blocked, as it could also be a legitimate niche academic event."
per-047,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate professional outreach from someone interested in academic or research collaboration. It references a specific technical topic (distributed ML for edge computing) in a plausible, coherent way, contains no suspicious links or attachments, makes no urgent demands, requests no credentials or personal information, and proposes only a conversation. Minor risk factors include the vague personalization (no specific paper title or author name cited) which could indicate a semi-targeted mass outreach, but this is common in genuine networking. No significant phishing indicators are present."
per-037,gemini-2.5-flash,S+C-,3,false,"The email mimics a legitimate academic invitation, using formal language, references to plausible institutions and speakers, and a specific event date/location. It uses authority and mild urgency to encourage action. However, the critical element for a direct phishing attempt – a registration link – is entirely missing from the email body. Without a malicious link or attachment, this email does not pose an immediate threat for credential theft or malware delivery. While it could be a precursor to a social engineering attempt if the recipient engages via the provided contact email, as a standalone email, its threat is minimal. A typical consumer might find it an unsolicited invitation, but not directly dangerous."
per-048,claude-sonnet-4-6,S+C-,5,false,"This email exhibits several characteristics common to spear-phishing attempts targeting academics: vague but authoritative-sounding organizations, fabricated names/institutions, a deadline creating mild urgency, and most critically, a request to open an attached document from an unknown sender. The domain 'isas2024.org' is unverifiable and could be a throwaway domain. However, it lacks aggressive urgency, credential harvesting links, or financial requests. The primary risk vector is the attachment, which could contain malware. The email reads as plausible to an academic who frequently receives peer review requests, making it moderately dangerous. Recommended action: flag with a warning about the unverified attachment rather than outright blocking, as legitimate conference review requests do exist with similar formatting."
per-048,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate academic or professional networking outreach. It references specific research work in a plausible, coherent way without urgency, suspicious links, attachments, or requests for credentials/money. While it could theoretically be a spear-phishing attempt using publicly available information about the recipient's research to build rapport (a known tactic), the email contains no malicious payload indicators — no links, no attachments, no requests for sensitive information, and no pressure tactics. The ask (a short call) is normal in academic/professional contexts. Threat is low but not zero, as personalized pretexting can be a precursor to social engineering. A typical consumer is unlikely to be targeted this way; this pattern is more relevant to researchers or professionals."
per-049,claude-sonnet-4-6,S+C-,3,false,"This email resembles a predatory/fake academic conference solicitation rather than a traditional phishing attack. Red flags include vague, generic institution names ('Global Institute for Scholarly Exchange,' 'University of Metropolitan Excellence'), a non-institutional contact email domain (conference-mail.org), and no verifiable affiliations. However, it contains no malicious links, no requests for credentials or financial information, no urgency manipulation, and no attachments. The threat to a typical consumer is low — it's more likely academic spam or a predatory conference scam targeting researchers, which could lead to wasted submission fees if pursued. Not a credential-harvesting or malware phishing attempt, so blocking is not warranted, though a spam classification would be appropriate."
per-049,claude-sonnet-4-6,S-C+,2,false,"This email reads as a legitimate professional outreach from someone in a related technical field. It references specific academic work (edge computing, distributed ML systems) in a plausible way, uses no urgency tactics, makes no requests for credentials or personal information, contains no suspicious links or attachments, and proposes a normal professional interaction (call or email exchange). While it could theoretically be a spear-phishing opener designed to build rapport before a follow-up attack, the email itself contains no malicious elements. The low-pressure, informational tone is consistent with genuine academic or professional networking. No blocking warranted; standard user awareness applies."
per-050,claude-sonnet-4-6,S+C-,3,false,"This email resembles a common academic conference invitation. While it uses generic salutations ('Dear Esteemed Researcher') and references unverifiable organizations, speakers, and institutions, it does not exhibit high-risk phishing indicators: no urgent calls to action, no requests for credentials or financial information, no suspicious links, and no malware delivery vectors. The contact email domain (icac-global.org) would warrant verification, and the generic targeting is consistent with academic spam or predatory conference solicitations rather than targeted phishing. The primary risk is that it may be a 'predatory conference' scam that eventually solicits registration fees, but it poses low immediate cybersecurity threat. Users should be advised to verify the organization independently before registering or submitting any payment."
per-050,claude-sonnet-4-6,S-C+,2,false,"This email appears to be a legitimate professional outreach message. It references specific research topics (energy-efficient ML, adaptive resource allocation in ML clusters) suggesting genuine familiarity with the recipient's work. There are no suspicious links, attachments, urgency triggers, requests for credentials, or financial solicitations. The ask is simply for a conversation. While it could theoretically be a spear-phishing precursor designed to build rapport before a follow-up attack, the email itself contains no malicious elements. Low threat; typical academic or professional networking communication."
per-051,claude-sonnet-4-6,S+C-,2,false,"This email appears to be a legitimate (or at worst, low-risk spam) academic conference invitation. It contains no malicious links, no requests for credentials, financial information, or urgent action beyond a RSVP confirmation. The email uses personalization and authority figures, which is standard for academic invitations. The primary risk is that 'predatory conference' invitations like this are common in academia — they may solicit registration fees or paper submission fees later — but this does not constitute a phishing threat to a typical consumer. No suspicious URLs, attachments, or credential-harvesting tactics are present. The contact email domain (iwecst2024.org) is consistent with the conference branding. Threat is minimal; at most, this is unsolicited academic spam."
per-051,claude-sonnet-4-6,S-C+,1,false,"This email appears to be a legitimate academic or professional inquiry about a research paper. It contains no urgency, no suspicious links, no requests for credentials or personal information, and no manipulation tactics. The request is straightforward and benign — asking about research materials or code sharing, which is common in academic communities. No phishing indicators are present."
per-037,gemini-2.5-flash,S-C+,1,false,"The email is highly specific to the recipient's professional work, using detailed technical language ('edge ML systems', 'distributed machine learning', 'system optimization', 'adaptive frameworks'). It expresses genuine interest in their work and proposes professional discussion or collaboration, which is a common and legitimate professional interaction. There are no signs of urgency, requests for sensitive information, suspicious links, or manipulative tactics typical of phishing."
per-038,gemini-2.5-flash,S+C-,8,true,"This is a well-crafted spear-phishing attempt targeting academics. It uses highly convincing academic language, plausible names and organizations, and leverages the recipient's professional identity to create a sense of obligation and urgency. The primary goal is likely to induce the recipient to open a potentially malicious attachment or click a disguised link within it. The generic 'Dear Esteemed Colleague' salutation combined with a specific request to review an attached proposal is a common tactic to compromise professional accounts."
per-038,gemini-2.5-flash,S-C+,2,false,"The email is professionally written, highly specific to a technical domain, and requests a discussion about relevant work, which is common in academic/professional networking. It lacks typical phishing indicators such as urgency, requests for sensitive information, suspicious links/attachments, or grammatical errors. While it could be a highly targeted spear phishing attempt in its initial stage, there is no immediate indication of malicious intent based solely on the content provided."
per-039,gemini-2.5-flash,S+C-,4,false,"The email uses language and structure typical of a legitimate academic 'Call for Papers'. However, it lacks an explicit website URL in the body, implying a clickable link that could potentially lead to a malicious site. The contact email uses a generic domain (conference-mail.org) rather than one directly linked to the named organizations, which is a minor red flag. While not an obvious credential-harvesting attempt, it could be a 'predatory conference' scam or contain a link to a site hosting malware. A cautious consumer would verify the conference and organization independently before clicking any links."
per-039,gemini-2.5-flash,S-C+,2,false,"The email is professional in tone, uses specific technical terminology ('low-latency ML for IoT', 'scalable neural network architectures'), and directly references the recipient's presumed work. It requests a simple professional interaction (a call for collaboration) and contains no immediate red flags such as urgent demands, suspicious links, requests for personal information, or grammatical errors. It appears to be a legitimate professional inquiry."
per-040,gemini-2.5-flash,S+C-,7,false,"The email is well-crafted and professional, mimicking legitimate academic invitations. However, the critical absence of a direct registration link, combined with the instruction to either contact an external email address (events@icac-global.org) or find an 'official event portal' independently, is highly suspicious. This could be a sophisticated social engineering attempt to bypass typical link-scanning filters, leading recipients to a spoofed website or engaging in a malicious email exchange to harvest credentials or information. While not overtly malicious with immediate clickable links, it sets up a dangerous second step. It preys on the credibility of academia and targets a specific demographic."
per-040,gemini-2.5-flash,S-C+,2,false,"The email uses a professional and academic tone, demonstrating specific knowledge of the recipient's (presumed) research area and recent work. It asks a relevant technical question and proposes a discussion or collaboration, which are common professional interactions. There are no signs of urgency, requests for sensitive information, suspicious links, or emotional manipulation. While any unsolicited contact carries a minor inherent risk, this email does not exhibit characteristics of a phishing attempt based on its content."
per-041,gemini-2.5-flash,S+C-,2,false,"The email appears to be a legitimate, albeit unsolicited, academic conference invitation. It uses professional language, provides plausible details (event, dates, speakers, organizations), and a professionally formatted website link. There are no clear red flags such as urgent demands, requests for sensitive information, grammatical errors, or suspicious link formatting. It does not exhibit characteristics of a high-threat phishing attempt."
per-041,gemini-2.5-flash,S-C+,2,false,"The email uses highly specific technical language relevant to advanced ML/distributed systems work, suggesting a legitimate professional inquiry or collaboration interest. It lacks common phishing indicators such as urgency, requests for sensitive information, suspicious links/attachments, or emotional manipulation. It's a standard networking request."
per-042,gemini-2.5-flash,S+C-,7,true,"The email uses a generic salutation ('Dear Esteemed Colleague') instead of personalizing it, lacks specific details linking the recipient to the invitation, and asks for a direct reply to initiate engagement rather than directing to an official journal submission system. These are common characteristics of predatory journal solicitations, a form of academic scam that leverages flattery and false authority to trick recipients into participating in illegitimate publishing or review processes, potentially leading to wasted time, damage to professional reputation, or even requests for publication fees. While not an immediate malware threat, it's a deceptive social engineering attempt."
per-042,gemini-2.5-flash,S-C+,7,false,"Email exhibits highly specific personalization related to the recipient's technical work, characteristic of a targeted social engineering attempt (spear phishing). While no direct malicious links or urgent demands are present, it aims to establish contact and build trust, which can be a precursor to more sophisticated attacks. Its professionalism makes it potentially deceptive to a relevant recipient, but it lacks immediate malicious payload to warrant a block; a strong warning/flag is more appropriate."
per-043,gemini-2.5-flash,S+C-,2,false,"The email is professionally written, uses appropriate academic language, and provides specific, plausible details (event name, dates, location, hosts, speakers, contact email domain). It lacks common phishing red flags such as grammatical errors, suspicious urgency, direct requests for sensitive information, or generic/malicious-looking links (though actual links would need inspection). While it's a generic invitation ('Dear Esteemed Colleague'), this is common in academic mailing lists. It appears to be a standard academic conference invitation, not a high-threat phishing attempt aimed at credential harvesting or immediate financial fraud based on the text alone."
per-043,gemini-2.5-flash,S-C+,1,false,"The email contains highly specific technical references ('distributed ML for edge computing,' 'scalable architectures,' 'resource constraints') that align with professional work, suggesting a legitimate inquiry rather than a generic or targeted phishing attempt. It lacks urgency, requests for sensitive information, suspicious links, or manipulative language common in phishing."
per-044,gemini-2.5-flash,S+C-,8,true,"This email is a classic example of an academic phishing attempt, specifically targeting professionals with an invitation to a likely predatory journal's editorial board. The generic greeting ('Dear Esteemed Colleague') for such a high-level invitation is a major red flag, indicating it's an untargeted mass email. While the language is professional and lacks obvious grammatical errors, the organizations mentioned (IJAIS, GARC, CSE, UAD, EIAL) sound legitimate but are often associated with predatory publishing schemes that exploit academics for their time, name, or fees without offering genuine scholarly value. The email aims to manipulate the recipient's professional ambition and desire for recognition. Blocking is recommended to protect users from engaging with these deceptive practices."
per-044,gemini-2.5-flash,S-C+,2,false,"The email is highly personalized, referencing specific research work relevant to the recipient. The language is professional and polite, with no urgent demands, suspicious links, attachments, or requests for sensitive information. It appears to be a legitimate professional inquiry or networking attempt, rather than a malicious phishing attempt. While general caution is always advised with unknown senders, there are no immediate red flags indicating a high threat."
per-045,gemini-2.5-flash,S+C-,7,true,"The email uses a generic salutation ('Dear Esteemed Colleague') and lacks any specific personalization regarding the recipient's actual expertise or institution, despite claiming to reach out to 'distinguished academics.' The names of the organizations (GAAF, ICSE) and journals are vague and often characteristic of predatory academic entities. It employs flattery and the promise of professional opportunity to manipulate the recipient into responding, likely leading to requests for conference/publication fees or data harvesting. This is a common academic scam."
per-045,gemini-2.5-flash,S-C+,2,false,"The email is well-written, highly specific to the recipient's potential professional work, and contains a standard request for discussion or collaboration. It lacks typical phishing indicators such as urgency, requests for sensitive information, suspicious links/attachments, or grammatical errors. While it could be a preliminary step in a sophisticated social engineering attempt, based purely on the content provided, it appears to be legitimate professional outreach."
per-046,gemini-2.5-flash,S+C-,8,true,"The email uses a generic salutation ('Dear Esteemed Colleague') despite claiming specific nominators, which is highly suspicious for a prestigious award. It requests personal information (updated contact details, professional summary) via email reply, a common tactic for data harvesting. The email leverages social engineering (prestige, urgency, authority) and is likely a precursor to an advance-fee scam or further targeted phishing."
per-046,gemini-2.5-flash,S-C+,2,false,"The email uses highly specific technical language and references the recipient's 'recent paper,' suggesting legitimate professional interest and research rather than a generic phishing attempt. There is no urgency, request for sensitive information, or suspicious links/attachments. It appears to be a legitimate collaboration inquiry."
per-047,gemini-2.5-flash,S+C-,7,false,"This email uses a generic greeting ('Dear Esteemed Colleague') for an invitation to a supposedly 'prestigious' event, which is suspicious for a targeted academic invitation. It heavily leverages authority by listing plausible academic entities and speakers to build credibility and manipulate the recipient through professional interest. The email mentions 'registering through the provided link' but no link is present in the body, which is a significant red flag; this could be a precursor to a malicious link in a follow-up, or an attempt to prompt a reply for further social engineering. While not an immediate click-bait threat without a direct link, it's a sophisticated social engineering attempt aimed at a professional demographic (academics) and warrants a strong warning due to its potential to deceive."
per-047,gemini-2.5-flash,S-C+,1,false,"The email is highly personalized, referencing specific professional work and topics (distributed ML, edge computing, optimizing system performance). It uses no urgency, authority to manipulate, or suspicious links/attachments. The request for a call is standard professional networking. This appears to be a legitimate professional inquiry, not a phishing attempt."
per-048,gemini-2.5-flash,S+C-,9,true,"This email is a highly sophisticated and targeted phishing attempt. It uses academic jargon, mentions plausible organizations (International Symposium on Advanced Studies 2024, Global Institute for Scholarly Excellence), specific roles (Review Panel Chair, Symposium Coordinator), and a specific individual (Dr. Samuel T. Hargrove) to build a strong sense of legitimacy and authority. It manipulates the recipient's professional duty by requesting feedback on a research proposal. The primary red flag is the unsolicited 'attached proposal,' which is a very common vector for delivering malware or other malicious content. While the contact email domain 'isas2024.org' appears legitimate for the stated symposium, attackers often register convincing domains. The generic salutation ('Dear Esteemed Colleague') is also a mild inconsistency for a request that claims to be specifically targeting the recipient for their 'expertise.' A typical academic could easily fall for this highly contextualized social engineering and open the malicious attachment."
per-048,gemini-2.5-flash,S-C+,1,false,"The email contains highly specific references to the recipient's recent paper and work, which is a strong indicator of a legitimate professional inquiry. The request for a discussion or potential collaboration is common and expected in academic/research settings. There are no signs of urgency, generic language, suspicious links, requests for sensitive information, or grammatical errors typically found in phishing attempts."
per-049,gemini-2.5-flash,S+C-,6,true,"The email exhibits several hallmarks of a predatory academic conference or journal. It uses generic organizational names, institutions, and speaker titles, and the contact email domain (`conference-mail.org`) does not match the named entities. Most critically, the email instructs the recipient to 'visit our website' for more information but *fails to provide an actual URL*. This omission is highly suspicious and common in scam emails, either to prevent direct link analysis or to encourage the recipient to search for a potentially malicious or low-quality site. While not a direct credential phishing attempt, it aims to exploit academic ambition for potential financial gain (submission/registration fees) and lacks the transparency of a legitimate academic call, making it a high-risk predatory solicitation."
per-049,gemini-2.5-flash,S-C+,4,false,"The email is well-written, professional, and highly personalized, referencing specific work. It lacks common phishing indicators such as suspicious links, urgent demands, requests for sensitive information, or grammatical errors. This level of personalization could indicate a sophisticated social engineering attempt to initiate contact, but the immediate request is benign (discussion, call/email exchange), posing no direct threat that warrants blocking. It appears to be a legitimate professional inquiry unless further context (e.g., sender's domain, recipient's actual publications) proves otherwise."
per-050,gemini-2.5-flash,S+C-,2,false,"The email uses professional language, plausible organization and speaker names, and the contact email domain aligns with the stated organization. There are no obvious grammatical errors, high-pressure tactics, or suspicious links/attachments present in the provided text. The personalization is generic, but common for mass academic invitations. The primary threat vector (a malicious registration link) is not included in the provided content; evaluating solely on text, it appears legitimate."
per-050,gemini-2.5-flash,S-C+,1,false,"This email appears to be a legitimate, highly targeted professional inquiry. It references specific research topics relevant to the recipient, indicating a genuine interest and knowledge. There are no indicators of phishing such as urgency, requests for sensitive information, suspicious links, or generic language. It's a standard request for a professional discussion."
per-051,gemini-2.5-flash,S+C-,1,false,"The email is highly personalized with specific, verifiable details about the recipient's academic achievements and collaborations, which is characteristic of legitimate outreach in academia. It mentions reputable institutions (ACM, MIT, ETH Zurich, etc.) and offers specific dates, locations, and contact information with a domain matching the conference website. There are no suspicious links, requests for sensitive information, or overly aggressive urgency. The language is professional and consistent with an academic invitation. It is not a typical consumer phishing attempt."
per-051,gemini-2.5-flash,S-C+,2,false,"The email is a polite and professional inquiry about the recipient's academic work, referencing a specific paper. It contains no suspicious links, attachments, urgent demands, or requests for sensitive information. The content is plausible for academic or research collaboration, making it very unlikely to be an immediate phishing threat. It lacks common phishing indicators."
per-052,gemini-2.5-flash,S+C-,9,true,"This email is an extremely sophisticated and highly targeted spear-phishing attempt (if malicious). It leverages deep personalization, referencing specific academic achievements, affiliations (MIT), and collaborators (Dr. Elena Garcia, DARPA Grant), making it incredibly convincing. The professional tone, perfect grammar, and plausible academic context (journal, manuscript topic, authors from reputable institutions, specific symposium) further enhance its legitimacy. The email directs the recipient to a 'secure portal' at a plausible-looking domain (ijars-peerreview.org) for login, which is a classic credential-harvesting vector. The persuasiveness is so high that a typical academic target would very likely fall for this, leading to account compromise if the link is malicious."
per-052,gemini-2.5-flash,S-C+,3,false,"The email appears to be a legitimate academic or professional inquiry, referencing specific work of the recipient. It uses personalization (referencing a specific paper) but does not exhibit common phishing tactics like urgency, demands for sensitive information, suspicious links/attachments, or manipulative language. While it's an unsolicited email, it presents as a standard professional communication and does not warrant blocking based on the content provided."
per-053,gemini-2.5-flash,S+C-,8,false,"This email displays extremely sophisticated targeting and personalization, including specific academic awards and collaborations, which is characteristic of highly effective spear-phishing attempts. It leverages authority (conference chair, reputable organizations like Springer Nature) and creates a strong sense of legitimacy and recognition. While the text itself is grammatically perfect and lacks common phishing red flags, this very professionalism makes it highly deceptive. A typical academic recipient would likely trust this invitation and be susceptible to clicking the embedded 'secure registration link.' Without analyzing the actual link and sender's domain, its potential to lead to a malicious site or credential harvesting is very high. It should be heavily flagged and undergo thorough link and sender verification before reaching the inbox."
per-053,gemini-2.5-flash,S-C+,2,false,"The email appears to be a legitimate academic or professional inquiry. It is well-written, polite, and specific to a research topic ('multilingual models for hate speech classification'). There are no signs of urgency, requests for sensitive information, suspicious links, or attachments commonly associated with phishing attempts. While any initial contact could potentially lead to social engineering, this email itself contains no direct malicious indicators."
per-054,gemini-2.5-flash,S+C-,9,true,"This email displays an exceptionally high degree of personalization, citing the recipient's specific university, country, recent academic collaborations (Dr. Natalia Sokolova), and grant funding (Russian Science Foundation Grant). While this could indicate a legitimate, highly targeted invitation, it also aligns perfectly with advanced spear-phishing tactics designed to deceive high-value targets. The sophistication goes beyond typical phishing, leveraging publicly available academic information to build extreme credibility. The inclusion of 'attached documentation' without specific context about its contents (e.g., 'attached author guidelines link' vs. a direct document) is a significant red flag, as attachments are common vectors for malware delivery or redirecting to credential-harvesting sites. A typical academic would find this email highly convincing due to the detailed personalization, making it very dangerous if malicious."
per-054,gemini-2.5-flash,S-C+,6,false,"The email is highly personalized and professional, referencing specific academic work of the recipient. While not directly malicious or asking for credentials, it's a plausible first step in a spear phishing attempt to build trust before a follow-up attack (e.g., sending a malicious file, or a link to a fake academic portal). It leverages professional interest rather than urgency or overt authority. A typical professional might initially see this as legitimate, but it warrants caution due to its targeted nature."
per-055,gemini-2.5-flash,S+C-,3,false,"The email is highly personalized, referencing specific research and collaborators, which suggests a targeted approach rather than a broad phishing attempt. It uses professional language, lists reputable institutions and organizations (though these claims are unverified within the email itself), and requests standard academic materials (CV, statement of intent) without any suspicious links, urgent demands for sensitive information, or attachments. While it's an unsolicited invitation, it doesn't exhibit the immediate red flags of a high-threat phishing attempt designed to steal credentials or distribute malware at this stage."
per-055,gemini-2.5-flash,S-C+,9,true,"This email appears to be a highly targeted spear-phishing attempt. It uses specific personalization (referencing the recipient's research) and a professional context (collaboration, discussion) to manipulate them into opening an attached file. Requesting a recipient to open an attachment is a common method for delivering malware or exploiting vulnerabilities, making this a significant threat, especially since the social engineering is sophisticated."
per-056,gemini-2.5-flash,S+C-,9,true,"This is a highly sophisticated spear-phishing attempt. It uses strong personalization ('Dear Dr. James O’Connor'), leverages prestige and authority (ETH Zurich, specific professor names, impressive-sounding but potentially fabricated organizations), and creates urgency ('by 30 June 2024') to manipulate the recipient. The aim is clearly to flatter and entice the recipient into clicking a malicious 'secure registration form' link, likely for credential harvesting or malware distribution. A typical consumer, especially an academic, could easily fall for this well-crafted lure."
per-056,gemini-2.5-flash,S-C+,7,false,"The email uses highly specific personalization (referencing a niche academic paper) to establish credibility and manipulate the recipient into engaging. While the immediate request (sending a paper) is not malicious, this is a common tactic in sophisticated spear-phishing to build rapport and trust before delivering a malicious payload (e.g., a follow-up with a malicious link, attachment, or credential harvesting attempt). A typical consumer/academic who has published on this topic would likely perceive this as a legitimate inquiry, increasing the risk of engagement. It should be strongly flagged or placed in a spam/junk folder rather than outright blocked unless further signals (e.g., sender reputation) are poor."
per-057,gemini-2.5-flash,S+C-,2,false,"This email appears to be a legitimate, highly personalized academic invitation. It addresses the recipient by name and institution, mentions specific, real-world organizations and locations (Humboldt Conference Center, European Council for Scientific Advancement, Alexander von Humboldt Foundation), and names plausible keynote speakers. The call to action is to reply to an email address with a relevant domain, not to click a suspicious link or download an attachment. The urgency for confirmation is reasonable for conference planning. There are no obvious red flags such as grammatical errors, generic salutations, or requests for sensitive information."
per-057,gemini-2.5-flash,S-C+,1,false,"This email appears to be a legitimate professional inquiry about the recipient's research. It is highly specific, showing knowledge of their work, and lacks common phishing indicators such as urgency, requests for sensitive information, suspicious links, or manipulative language. The tone is respectful and professional."
per-058,gemini-2.5-flash,S+C-,9,true,"This email is a highly sophisticated spear-phishing attempt. It uses extensive personalization, including specific details about the recipient's research, collaborations, and grants, which lends a strong air of legitimacy and authority. It mentions reputable institutions (MIT, Max Planck, Cambridge) and academic figures. However, the critical red flag is the 'secure reviewer portal' URL: `https://symposium2024-evaluations.net`. A generic `.net` domain is highly suspicious for an event hosted by such prestigious academic institutions, which would almost certainly use a domain directly associated with one of their official websites (e.g., `.ac.uk`, `.mpg.de`). This discrepancy, combined with the extreme personalization and urgency (deadline), indicates a targeted attempt to exploit the recipient's professional interests and likely steal credentials or install malware."
per-058,gemini-2.5-flash,S-C+,9,true,"This is a highly targeted spear-phishing attempt. It uses specific academic references and flattery to build trust with the recipient. The request to 'open the attached file' for questions, rather than including them in the email body, is a classic social engineering tactic to deliver malware."
per-059,gemini-2.5-flash,S+C-,8,true,"This email exhibits characteristics of a predatory conference scam, a form of academic phishing. It uses personalization ('Dear Dr. Nandita Rao') and leverages the authority of highly prestigious institutions (University of Cambridge, MIT, Stanford University, Springer Proceedings Series) as collaborators and publishers, which is a common tactic for deceptive conferences. While it doesn't immediately ask for login credentials, it aims to manipulate the recipient into submitting work and potentially paying fees for a likely fraudulent or low-quality event. The claims of affiliation with top universities and publishers without direct verifiable links in an unsolicited email make it highly suspicious and dangerous for an academic consumer."
per-059,gemini-2.5-flash,S-C+,2,false,"The email is highly personalized, referencing specific academic work. It makes a reasonable request for further information in a polite tone and lacks typical phishing indicators like urgency, suspicious links, or requests for sensitive data. It appears to be a legitimate academic or professional inquiry."
per-060,gemini-2.5-flash,S+C-,2,false,"The email is highly personalized, referencing specific academic achievements (DFG Research Fellowship, collaboration with Dr. Anna Weber) and legitimate-sounding institutions (IAAN, EIDI, Max Planck Society, Springer). It names credible individuals (MIT, Cambridge, Politecnico di Milano faculty) and uses professional, error-free language. The request to confirm availability by replying is standard for academic invitations. There are no suspicious links, attachments, or urgent demands for sensitive information. While a very sophisticated spear-phishing attempt could mimic this, without any immediate malicious payload or credential request, the email itself does not present common phishing indicators."
